2626R;2;2;1;k;k;k;1;2;1;2;k;NA;ku;5;NA;k;k;k;NA;3;1;NA;NA;NA;NA;NA;1;NA;k;k;k;1;2;2;1;u;NA;2;k;k;int;k;5;1;2;1;1;2
3310R;2;2;1;k;1;n,ff;1;2;2;2;k;NA;kt;5;NA;ab;NA;NA;f;3;2;2;NA;1;NA;1;2;2;i;1;n,ff;1;2;1;2;k;NA;2;ab;k;int;k;5;ab;2;1;1;2
4457R;2;2;1;k;1;ff;1;NA;NA;NA;d;25143;ks;5;NA;1,x;f;NA;NA;NA;2;2;2;1;2;NA;NA;NA;NA;x;f;2;2;1;2;NA;NA;2;k;k;n;k;2;2;2;1;1;2
4461R;2;0;0;sp;k;k;1;2;2;2;d;25143;ku;2;NA;kl;ff;k;p;7;1;2;2;2;2;2;1;0;NA;k;k;1;2;1;1;NA;NA;4;sp;kl;ff;k;6;2;2;1;1;2
1011S;2;1;2;sp;1;n,ff;1;1;1;2;k;NA;f;5;k;k;n;k;k;6;2;1;1;1;2;1;2;1;i;s;f;2;1;2;1;ks;NA;2;NA;ab;NA;NA;NA;NA;NA;NA;NA;NA
2158S;2;1;2;NA;NA;NA;1;1;2;2;f;15243;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;1;k;s;f;1;2;1;NA;NA;NA;2;e;ab;NA;NA;NA;NA;2;NA;NA;1
2162S;2;1;2;sp;k;k;1;2;1;2;d;25143;ab;5;ab;1;k;k;k;6;2;1;1;1;2;1;NA;NA;NA;kl,1;n,ub,ff;1;2;1;2;NA;NA;2;NA;ab;NA;NA;5;1;2;1;1;1
3309S;NA;NA;NA;NA;k;k;1;2;1;2;f;15234;ku;NA;k;div;n,ff;k;k;5;2;2;1;1;1;2;1;1;NA;NA;NA;1;2;2;1;NA;NA;2;NA;ab;NA;NA;NA;2;2;1;1;1
3313S;2;2;1;ab;ab;NA;1;1;2;2;f;15243;NA;5;NA;NA;NA;k;k;NA;2;1;2;2;1;2;1;2;k;NA;NA;1;2;1;2;ab;NA;2;e;ab;NA;k;NA;2;1;1;1;2
4460S;2;2;1;NA;ab;NA;1;2;2;2;f;15243;ku;NA;NA;ab;f;NA;NA;5;1;2;1;2;2;2;2;2;NA;ab;f;1;2;1;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1010T;1;2;NA;NA;ab;NA;1;1;2;2;d;35124;NA;5;sp;div,1;ff;NA;NA;5;2;1;2;1;1;2;1;2;NA;1;ff;1;2;1;1;NA;ks;2;NA;g;NA;fp;NA;2;2;1;1;2
2161T;2;2;1;str;x;f;1;2;1;2;f;25341;ku;5;sp;k;k;i;f;5;2;1;2;1;1;2;1;2;k;k;n;1;2;1;2;k;ab;2;NA;k;int;k;5;2;2;1;1;2
3308T;1;2;2;sp;ab;NA;1;1;2;2;f;15324;NA;0;k;ab;k;k;p;5;2;2;2;1;2;2;2;1;k;ab;NA;1;2;1;2;k;k;0;NA;ab;NA;NA;7;1;2;2;2;2
3312T;NA;2;1;sp;x;f;1;2;2;2;k;NA;NA;5;k;k;k;k;k;5;2;2;1;1;1;2;1;1;k;1;ff;1;1;2;2;k;k;2;ab;p;f;NA;5;2;2;1;1;1
4459T;2;0;2;sp;div;f;2;2;1;1;f;15234;NA;5;sp;1,x;f;k;k;5;NA;NA;NA;NA;NA;2;1;1;k;k;k;1;1;2;2;NA;NA;2;NA;s;f;k;2;2;2;1;1;2
1017Q;2;2;1;i;x;f;1;2;1;2;NA;NA;ab;5;NA;k;int;ab;NA;NA;NA;NA;NA;NA;NA;2;1;2;k;k;n;1;2;2;2;NA;NA;2;k;k;fk;NA;NA;2;2;1;1;1
1021Q;2;2;1;k;k;n;1;2;1;2;f;15324;ks;5;k;ab;NA;k;k;5;2;2;1;1;1;2;1;2;k;3;n,ff;1;1;2;2;k;k;2;k;k;nb;k;5;2;2;1;1;1
2164Q;1;1;1;k;s;f;1;NA;1;NA;d;25143;f;5;k;ab;NA;k;k;5;NA;NA;NA;NA;NA;2;2;2;k;k;n;1;1;2;2;k;k;2;k;s;n,ff;k;5;2;2;1;1;2
2168Q;2;2;1;ab;ab;NA;1;NA;NA;NA;f;25134;NA;2;sp;1;n,ff;NA;NA;5;NA;1;NA;NA;NA;2;2;1;k;kl;n,ff;1;1;NA;NA;f;f;2;ab;kl,1;n,ff;k;5;1;NA;1;NA;NA
3315Q;2;2;1;sp;k;n;1;2;1;2;k;NA;ku;5;k;k;k;k;k;5;2;1;1;2;1;2;1;2;k;k;k;1;2;1;2;k;k;2;k;k;k;k;9;2;2;1;1;2
3319Q;2;1;1;sp;k;n;1;2;1;2;k;NA;f;5;k;ab;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;k;k;k;1;1;2;2;k;kt;2;k;k;k;k;9;2;2;1;1;1
4466Q;2;2;1;k;x;f;1;2;1;2;d;25143;kr;5;e;k;k;k;k;5;2;2;1;2;1;2;1;2;k;k;n;1;2;2;2;k;ks;2;k;k;int;k;5;2;2;1;1;2
