1097Q;na;na;na;na;kl;n,ff;1;2;1;2;k;;f;5;k;s;na;p;f;6;1;2;1;2;1;2;1;1;k;k;n;1;2;1;1;ks;na;2;na;k;int;na;5;2;2;1;1;2
1101Q;1;2;1;na;ab;na;1;1;2;1;f;15432;na;6;na;na;na;p;na;na;2;2;1;1;2;2;2;1;k;na;na;2;2;1;1;na;f;4;na;na;na;sp;6;1;2;1;1;1
2248Q;2;2;1;sp;s;n,ff;1;2;1;1;f;15243;ab;2;na;s;n,ff;na;na;6;2;2;1;1;2;2;2;2;k;k;k;1;1;2;2;k;ks,ku;2;k;k;k;k;5;1;2;1;1;1
2252Q;1;2;1;sp;kl;n,ff;2;1;1;2;k;;f;5;k;ab;na;na;f;5;2;1;2;1;1;2;1;2;k;1;n,ff;1;2;1;2;k;ku;2;k;1;na;fp;8;1;1;1;1;1
3399Q;2;1;1;i;k;k;1;2;1;2;k;;na;3;k;k;n;k;k;6;2;1;2;1;1;2;1;2;k;1;ff;1;2;2;2;k;ku;2;k;div;ff;k;5;1;2;1;1;2
4546Q;2;1;1;sp;ab;na;1;2;1;2;u;15 na na na;f;5;k;na;na;k;k;5;2;1;2;1;2;2;1;2;k;k;n;1;1;2;2;u;ku;2;k;k;na;k;5;2;2;1;1;2
4550Q;0;0;0;sp;x;f;2;2;1;2;f;25413;f;5;e;div,1,y;f;ab;f;5;1;2;2;2;1;0;0;0;i;k;n;2;1;2;2;u;ku;2;e;1;n,ff;k;5;2;2;1;1;2
1100R;1;2;1;k;1;n,ff;2;1;2;1;f;25134;f;4;str;s;na;k;na;5;na;na;na;na;na;2;1;2;k;ab;na;1;1;2;2;f;f;2;sp;s;na;fp;5;2;1;1;2;2
2247R;2;1;1;na;ab;na;2;1;2;2;f;15423;f;5;e;1;na;p;na;0;1;2;1;1;2;na;1;1;k;ab;f;1;2;1;2;f;na;2;k;s;f;sp;7;1;2;1;2;2
2251R;2;1;1;sp;s;f;1;2;1;2;d;25143;f;3;e;s;na;p;na;5;2;2;1;2;1;1;2;2;k;ab;na;1;2;1;2;f;f;2;i;ab;fk;sp;6;2;2;1;1;2
3398R;2;2;1;k;1;ff;1;2;2;2;d;35124;k;5;k;1;k;k;k;5;2;2;1;1;1;2;1;2;k;x;f;1;1;2;2;k;f;2;k;k;n;k;5;2;2;1;1;1
3402R;2;2;1;k;na;na;1;2;2;1;k;;f;1;na;na;na;k;p;2;2;1;2;2;1;1;2;2;k;na;na;1;2;1;1;ab;na;6;k;ab;na;k;5;2;1;2;1;2
